Geo_GEOID,SE_T004_001,SE_T017_001
14000US27105105600,4793,1773
14000US27107960100,2589,1059
14000US27107960200,1875,761
14000US27107960300,2174,876
14000US27109000100,1577,1028
14000US27109000200,5072,1984
14000US27109000300,3030,1297
14000US27109000400,3328,1507
14000US27109000500,3179,1372
14000US27109000600,4796,1981
14000US27109000901,5910,1944
14000US27109000902,3656,1314
14000US27109000903,3129,1234
14000US27109001000,4673,1958
14000US27109001100,2967,1333
14000US27109001201,4582,1900
14000US27109001202,3613,1434
14000US27109001203,5397,1869
14000US27109001301,4767,2049
14000US27109001302,4597,1710
14000US27109001401,4339,2074
14000US27109001402,11820,4228
14000US27109001501,3187,1210
14000US27109001502,2547,1066
14000US27109001503,2250,929
14000US27109001601,4272,1818
14000US27109001602,3105,1193
14000US27109001603,3645,1442
14000US27109001701,4394,1548
14000US27109001702,4935,2054
14000US27109001703,5314,2060
14000US27109001800,5057,1701
14000US27109001900,7135,2723
14000US27109002000,6870,2567
14000US27109002100,6400,2468
14000US27109002200,3998,1530
14000US27109002300,6563,2167
14000US27111960102,2578,997
14000US27111960103,2145,950
14000US27111960300,3349,1270
14000US27111960400,2201,946
14000US27111960500,5057,2164
14000US27111960600,4515,1765
14000US27111960700,2487,1027
14000US27111960800,3143,1237
14000US27111960900,6048,2586
14000US27111961000,4374,2095
14000US27111961100,4412,1748
14000US27111961200,2452,1080
14000US27111961300,3954,1610
14000US27111961400,2401,1039
14000US27111961500,3117,1276
14000US27111961600,2269,967
14000US27111961700,3192,1205
14000US27113090100,2372,832
14000US27113090200,2776,1206
14000US27113090300,1949,731
14000US27113090400,3069,1392
14000US27113090500,3990,1762
14000US27115950100,2232,952
14000US27115950200,2882,1044
14000US27115950300,2844,1138
14000US27115950400,4940,1494
14000US27115950500,4799,1972
14000US27115950600,4482,1607
14000US27115950700,3642,1548
14000US27115950800,3246,1238
14000US27117460100,1495,628
14000US27117460200,1941,850
14000US27117460300,2211,1024
14000US27117460400,1664,698
14000US27117460500,1974,798
14000US27119020100,4574,1921
14000US27119020200,1328,640
14000US27119020300,2945,1044
14000US27119020400,2065,822
14000US27119020500,2807,1127
14000US27119020600,5659,2086
14000US27119020700,2437,910
14000US27119020800,2415,966
14000US27119020900,3810,1560
14000US27119021000,3510,1532
14000US27121970100,2304,999
14000US27121970200,2921,1208
14000US27121970300,2445,1038
14000US27121970400,3305,1570
14000US27123030100,4914,1796
14000US27123030201,5427,2213
14000US27123030202,2171,1078
14000US27123030300,5573,2293
14000US27123030400,6745,2461
14000US27123030500,5937,1764
14000US27123030601,6064,1819
14000US27123030602,4107,1459
14000US27123030702,5213,1769
14000US27123030703,3912,1286
14000US27123030704,4310,1471
14000US27123030800,5267,1677
14000US27123030900,3994,1036
14000US27123031000,4344,1301
14000US27123031100,4044,1356
14000US27123031200,2940,1259
14000US27123031300,2429,807
14000US27123031400,3073,1053
14000US27123031500,2803,809
14000US27123031600,4368,1195
14000US27123031701,2937,754
14000US27123031702,6175,2009
14000US27123031801,4956,1633
14000US27123031802,4001,1526
14000US27123031900,2145,1069
14000US27123032000,3382,1260
14000US27123032100,3359,1140
14000US27123032200,2479,1069
14000US27123032300,3298,1206
14000US27123032400,2830,1054
14000US27123032500,4070,1194
14000US27123032600,3666,1008
14000US27123032700,2747,790
14000US27123033000,1859,479
14000US27123033100,1577,502
14000US27123033200,3122,1414
14000US27123033300,3233,1336
14000US27123033400,2993,1302
14000US27123033500,3937,1155
14000US27123033600,1639,612
14000US27123033700,1484,692
14000US27123033800,2255,613
14000US27123033900,1628,600
14000US27123034000,1762,889
14000US27123034201,2161,1437
14000US27123034202,5573,3618
14000US27123034400,2133,758
14000US27123034500,4213,1326
14000US27123034601,4986,1740
14000US27123034602,4518,1427
14000US27123034701,4808,1583
14000US27123034702,3868,1451
14000US27123034900,3566,1210
14000US27123035000,2807,1055
14000US27123035100,3662,964
14000US27123035200,3307,1472
14000US27123035300,3938,1769
14000US27123035500,2166,1261
14000US27123035700,2613,1061
14000US27123035800,2888,1627
14000US27123035900,660,430
14000US27123036000,2370,1198
14000US27123036100,1705,488
14000US27123036300,3646,1365
14000US27123036400,3791,1622
14000US27123036500,3693,1711
14000US27123036600,4136,1898
14000US27123036700,4664,2025
14000US27123036800,2420,948
14000US27123036900,1952,911
14000US27123037000,2852,1121
14000US27123037100,5068,1829
14000US27123037200,6064,2080
14000US27123037402,4176,1675
14000US27123037403,6497,2307
14000US27123037500,5104,2127
14000US27123037601,4028,1895
14000US27123037602,5469,2619
14000US27123040100,6890,2717
14000US27123040200,1969,949
14000US27123040301,2011,712
14000US27123040302,5299,2066
14000US27123040401,3498,1496
14000US27123040402,5200,2184
14000US27123040502,2885,1091
14000US27123040503,3627,1599
14000US27123040504,4229,1696
14000US27123040601,5612,2222
14000US27123040603,5477,2326
14000US27123040604,7645,3332
14000US27123040703,7216,3064
14000US27123040704,5464,2404
14000US27123040705,4218,1846
14000US27123040706,4852,1975
14000US27123040707,4411,1747
14000US27123040801,3382,1291
14000US27123040802,1894,0
14000US27123040803,4850,1825
14000US27123040901,2238,787
14000US27123040902,4072,1561
14000US27123041001,3430,1302
14000US27123041002,3216,1312
14000US27123041103,3308,1554
14000US27123041104,2991,1256
14000US27123041105,5488,2163
14000US27123041106,3485,1379
14000US27123041107,6035,2593
14000US27123041200,4234,1648
14000US27123041301,3920,1671
14000US27123041302,4095,1545
14000US27123041400,6043,2505
14000US27123041500,4682,1985
14000US27123041601,6071,2574
14000US27123041602,3843,1666
14000US27123041700,2934,1335
14000US27123041800,3666,1542
14000US27123041900,3411,1426
14000US27123042001,2123,768
14000US27123042002,2472,1205
14000US27123042101,5760,2829
14000US27123042102,4423,1649
14000US27123042201,1430,532
14000US27123042202,5511,1855
14000US27123042301,2922,1169
14000US27123042302,4777,1807
14000US27123042401,6419,2685
14000US27123042402,5926,2240
14000US27123042501,5438,2274
14000US27123042503,3209,1099
14000US27123042504,4065,1498
14000US27123042601,4845,1800
14000US27123042602,2253,973
14000US27123042700,5004,2027
14000US27123042800,2327,888
14000US27123042900,3886,1723
14000US27123043000,6276,2744
14000US27123980000,0,0
14000US27125010100,1918,784
14000US27125010200,2124,892
14000US27127750100,2737,1043
14000US27127750200,3131,1375
14000US27127750300,2240,839
14000US27127750400,2880,1178
14000US27127750500,2794,1090
14000US27127750600,1796,737
14000US27129790100,2814,1104
14000US27129790200,1766,767
14000US27129790300,1891,760
14000US27129790400,2657,1078
14000US27129790500,3239,1342
14000US27129790600,2628,1137
14000US27131070100,6909,2396
14000US27131070200,5471,2015
14000US27131070300,4504,1851
14000US27131070400,4447,1683
14000US27131070501,4462,1000
14000US27131070503,3046,1232
14000US27131070504,3914,1738
14000US27131070601,3621,1438
14000US27131070602,5065,845
14000US27131070700,7346,1884
14000US27131070800,7501,3025
14000US27131070901,5002,2151
14000US27131070902,3828,1396
14000US27133570100,2430,979
14000US27133570200,3607,1506
14000US27133570300,3517,1447
14000US27135970100,4212,1616
14000US27135970200,2249,907
14000US27135970300,3791,1522
14000US27135970400,3450,1354
14000US27135970500,1907,707
14000US27137000100,4494,1778
14000US27137000200,4251,1746
14000US27137000300,7596,3138
14000US27137000400,5511,1794
14000US27137000500,3162,1224
14000US27137000600,4976,2094
14000US27137000700,2923,1093
14000US27137000900,3691,1601
14000US27137001000,2438,827
14000US27137001100,1225,496
14000US27137001200,1631,724
14000US27137001300,1950,833
14000US27137001400,2833,1220
14000US27137001600,1468,737
14000US27137001700,1378,864
14000US27137001800,1853,833
14000US27137001900,1604,1255
14000US27137002000,1310,620
14000US27137002200,1171,561
14000US27137002300,4178,1713
14000US27137002400,1000,462
14000US27137002600,1981,827
14000US27137002900,1644,763
14000US27137003000,1427,603
14000US27137003300,2595,1009
14000US27137003400,1562,690
14000US27137003600,1718,712
14000US27137003700,2001,851
14000US27137003800,2904,1323
14000US27137010100,2773,1131
14000US27137010200,1629,690
14000US27137010300,8951,3474
14000US27137010400,3465,1390
14000US27137010500,3907,1427
14000US27137010600,6314,2542
14000US27137011100,7031,2735
14000US27137011200,3265,1317
14000US27137011300,2055,922
14000US27137011400,3287,1557
14000US27137012100,4740,2009
14000US27137012200,2043,794
14000US27137012300,2443,1151
14000US27137012400,4440,1975
14000US27137012500,2613,1282
14000US27137012600,4996,2022
14000US27137012700,2423,1071
14000US27137012800,2921,1340
14000US27137013000,2225,1192
14000US27137013100,2571,1152
14000US27137013200,3798,1736
14000US27137013300,3685,1642
14000US27137013400,2967,1261
14000US27137013500,1734,823
14000US27137013600,1851,865
14000US27137013800,1714,762
14000US27137013900,2236,962
14000US27137014000,2080,920
14000US27137014100,1582,767
14000US27137015100,2694,1249
14000US27137015200,3431,1607
14000US27137015300,3441,1629
14000US27137015400,3319,1631
14000US27137015500,3762,1766
14000US27137015600,2692,1255
14000US27137015700,5152,817
14000US27137015800,3648,1803
14000US27137990100,0,0
14000US27139080100,2262,884
14000US27139080201,2597,909
14000US27139080202,4878,1514
14000US27139080203,8089,2691
14000US27139080204,3217,1322
14000US27139080205,8356,2647
14000US27139080301,11742,3871
14000US27139080302,15269,4871
14000US27139080400,3840,1393
14000US27139080500,2781,820
14000US27139080600,4564,1555
14000US27139080700,3402,988
14000US27139080800,8449,2924
14000US27139080903,8011,2785
14000US27139080904,7734,3006
14000US27139080905,5228,1763
14000US27139080906,4911,1790
14000US27139081000,8315,2825
14000US27139081100,10982,3633
14000US27139081200,6297,2193
14000US27139081300,8566,2770
14000US27141030101,11325,3736
14000US27141030102,7783,2583
14000US27141030200,7400,2407
14000US27141030300,6212,2264
14000US27141030402,9802,3350
14000US27141030403,9186,2799
14000US27141030404,8908,3016
14000US27141030502,11446,4327
14000US27141030503,6491,2136
14000US27141030504,5323,1732
14000US27141031500,7312,2431
14000US27143170198,4339,1711
14000US27143170200,3754,1441
14000US27143170300,3102,1345
14000US27143170400,3762,1512
14000US27145000301,3635,1413
14000US27145000302,7990,2477
14000US27145000401,5503,2410
14000US27145000402,5003,1722
14000US27145000500,7331,3560
14000US27145000601,3689,1389
14000US27145000602,2716,1109
14000US27145000701,2718,1150
14000US27145000801,3212,1441
14000US27145000901,4766,2211
14000US27145001001,8205,3352
14000US27145010101,6994,2445
14000US27145010102,8868,3411
14000US27145010200,5831,2234
14000US27145010401,3970,1451
14000US27145010402,4039,1547
14000US27145010403,3108,1132
14000US27145010500,4092,1518
14000US27145010600,3921,1467
14000US27145010900,3634,1422
14000US27145011000,4029,1744
14000US27145011100,7298,2733
14000US27145011200,6474,2465
14000US27145011301,8120,2265
14000US27145011302,7010,2727
14000US27145011304,6348,1871
14000US27145011400,5409,2050
14000US27145011500,6336,2513
14000US27145011600,3412,466
14000US27147960100,4757,1664
14000US27147960200,6137,2410
14000US27147960300,6264,2487
14000US27147960400,4169,1759
14000US27147960500,2744,1008
14000US27147960600,3864,1670
14000US27147960700,4997,1928
14000US27147960800,3609,1428
14000US27149480100,2415,886
14000US27149480200,4278,1559
14000US27149480300,3069,1122
14000US27151960100,2373,968
14000US27151960200,3192,1485
14000US27151960300,1658,664
14000US27151960400,2260,1060
14000US27153790100,3183,1456
14000US27153790200,2669,988
14000US27153790300,3179,1253
14000US27153790400,3424,1354
14000US27153790500,2496,993
14000US27153790600,3783,1548
14000US27153790700,3902,1527
14000US27153790800,1699,747
14000US27155460100,2117,974
14000US27155460200,1280,570
14000US27157490100,2862,1341
14000US27157490200,3240,1402
14000US27157490300,4045,1869
14000US27157490400,4374,1719
14000US27157490500,3404,1317
14000US27157490600,3402,1356
14000US27159480100,3353,1356
14000US27159480200,5481,2136
14000US27159480300,4921,2165
14000US27161790100,3655,1374
14000US27161790200,2562,1033
14000US27161790300,2865,1133
14000US27161790400,5632,2410
14000US27161790500,4320,1379
14000US27163070103,5050,2050
14000US27163070104,3175,1177
14000US27163070105,4183,1515
14000US27163070106,6800,2348
14000US27163070203,8328,3059
14000US27163070204,5895,2126
14000US27163070205,4029,1428
14000US27163070206,3603,1405
14000US27163070301,1721,621
14000US27163070303,5043,1907
14000US27163070304,4857,1815
14000US27163070403,3945,1495
14000US27163070404,3591,1287
14000US27163070405,4703,1544
14000US27163070406,3742,1394
14000US27163070501,3394,1228
14000US27163070502,4465,1878
14000US27163070601,6153,2440
14000US27163070602,3136,1262
14000US27163070701,7026,2399
14000US27163070703,3393,1464
14000US27163070704,2085,945
14000US27163070801,1543,0
14000US27163070802,418,0
14000US27163070906,5140,2033
14000US27163070907,5266,2212
14000US27163070909,5322,2046
14000US27163070910,5189,2032
14000US27163070911,4763,1946
14000US27163070912,3069,1302
14000US27163071001,4784,2099
14000US27163071003,3459,1377
14000US27163071006,4588,1949
14000US27163071010,5168,1914
14000US27163071011,2972,1003
14000US27163071012,5376,2298
14000US27163071013,4986,1893
14000US27163071014,4228,1322
14000US27163071015,6591,2453
14000US27163071016,4595,1453
14000US27163071017,7652,2864
14000US27163071018,15759,5035
14000US27163071101,3598,1455
14000US27163071102,4712,1815
14000US27163071206,10782,3254
14000US27163071207,6775,2327
14000US27163071208,5074,1837
14000US27163071209,5915,1876
14000US27163071300,5352,1975
14000US27163071400,7352,2725
14000US27165950100,3687,1430
14000US27165950200,4553,1890
14000US27165950300,2756,1145
14000US27167950100,3200,1290
14000US27167950200,3279,1581
14000US27169670100,7584,2815
14000US27169670200,3142,1428
14000US27169670300,6697,2049
14000US27169670400,4757,1917
14000US27169670500,4883,1750
14000US27169670600,4264,1564
14000US27169670700,3823,1774
14000US27169670800,7268,2899
14000US27169670900,3713,1298
14000US27169671000,5014,1584
14000US27171100100,14530,4903
14000US27171100202,1382,474
14000US27171100203,5701,2252
14000US27171100204,9377,3200
14000US27171100300,5671,2101
14000US27171100400,5108,2169
14000US27171100500,4593,1764
14000US27171100701,6172,2428
14000US27171100702,7723,2865
14000US27171100703,9120,3022
14000US27171100801,13503,4178
14000US27171100802,13882,4655
14000US27171100900,7531,2703
14000US27171101000,8599,3062
14000US27171101100,7778,2764
14000US27171101200,4115,1608
14000US27171101300,5137,1739
14000US27173970100,3128,1301
14000US27173970200,2406,1055
14000US27173970300,2436,1018
14000US27173970400,2068,800
14000US28001000100,8018,1969
14000US28001000200,3623,1480
14000US28001000300,2069,732
14000US28001000400,2836,1139
14000US28001000500,3880,1540
14000US28001000600,2324,877
14000US28001000700,1655,741
14000US28001000800,3337,1234
14000US28001000900,4005,1874
14000US28003950100,5672,2245
14000US28003950200,7259,3124
14000US28003950300,3833,1491
14000US28003950400,5042,2069
14000US28003950500,6672,2542
14000US28003950600,4441,1641
14000US28003950700,4390,1664
14000US28005950100,4398,1730
14000US28005950200,3752,1440
14000US28005950300,4542,1787
14000US28007060100,3311,1180
14000US28007060200,2322,915
14000US28007060300,2963,1274
14000US28007060400,3059,1201
14000US28007060500,3591,1336
14000US28007060600,3839,1362
14000US28009950100,5798,2242
14000US28009950200,2580,884
14000US28011950100,3730,1242
14000US28011950200,2427,983
14000US28011950300,3110,1181
14000US28011950400,4069,1486
14000US28011950500,5585,2137
14000US28011950600,6625,2637
14000US28011950701,4615,1652
14000US28011950702,3454,1280
14000US28013950100,3732,1476
14000US28013950200,1493,717
