Geo_GEOID,Geo_NAME,SE_T004_001,SE_T017_001
05000US22087,"St. Bernard Parish, Louisiana",44091,14732
05000US22089,"St. Charles Parish, Louisiana",52708,18586
05000US22091,"St. Helena Parish, Louisiana",10714,4033
05000US22093,"St. James Parish, Louisiana",21581,7952
05000US22095,"St. John the Baptist Parish, Louisiana",43888,15363
05000US22097,"St. Landry Parish, Louisiana",83699,30467
05000US22099,"St. Martin Parish, Louisiana",53385,19268
05000US22101,"St. Mary Parish, Louisiana",53053,20164
05000US22103,"St. Tammany Parish, Louisiana",246269,89893
05000US22105,"Tangipahoa Parish, Louisiana",127115,46068
05000US22107,"Tensas Parish, Louisiana",4793,1941
05000US22109,"Terrebonne Parish, Louisiana",113099,39825
05000US22111,"Union Parish, Louisiana",22460,8194
05000US22113,"Vermilion Parish, Louisiana",59524,21743
05000US22115,"Vernon Parish, Louisiana",52101,17789
05000US22117,"Washington Parish, Louisiana",46367,17487
05000US22119,"Webster Parish, Louisiana",40335,15806
05000US22121,"West Baton Rouge Parish, Louisiana",25017,9253
05000US22123,"West Carroll Parish, Louisiana",11370,4185
05000US22125,"West Feliciana Parish, Louisiana",15384,3879
05000US22127,"Winn Parish, Louisiana",14695,5440
05000US23001,"Androscoggin County, Maine",107376,44747
05000US23003,"Aroostook County, Maine",69405,29852
05000US23005,"Cumberland County, Maine",288204,117871
05000US23007,"Franklin County, Maine",30270,11684
05000US23009,"Hancock County, Maine",54483,23748
05000US23011,"Kennebec County, Maine",120953,50829
05000US23013,"Knox County, Maine",39717,16813
05000US23015,"Lincoln County, Maine",34165,15021
05000US23017,"Oxford County, Maine",57299,20723
05000US23019,"Penobscot County, Maine",152978,61787
05000US23021,"Piscataquis County, Maine",17044,7572
05000US23023,"Sagadahoc County, Maine",35134,15613
05000US23025,"Somerset County, Maine",51363,21376
05000US23027,"Waldo County, Maine",39071,16820
05000US23029,"Washington County, Maine",31925,14065
05000US23031,"York County, Maine",200536,82588
05000US24001,"Allegany County, Maryland",73060,28167
05000US24003,"Anne Arundel County, Maryland",559737,204829
05000US24005,"Baltimore County, Maryland",825666,312826
05000US24009,"Calvert County, Maryland",90527,31479
05000US24011,"Caroline County, Maryland",32653,12010
05000US24013,"Carroll County, Maryland",167535,60449
05000US24015,"Cecil County, Maryland",102175,36993
05000US24017,"Charles County, Maryland",154357,54105
05000US24019,"Dorchester County, Maryland",32451,13206
05000US24021,"Frederick County, Maryland",243465,88995
05000US24023,"Garrett County, Maryland",29677,11644
05000US24025,"Harford County, Maryland",249776,92497
05000US24027,"Howard County, Maryland",308447,109872
05000US24029,"Kent County, Maryland",19819,7683
05000US24031,"Montgomery County, Maryland",1026371,367764
05000US24033,"Prince George's County, Maryland",897693,306711
05000US24035,"Queen Anne's County, Maryland",48712,17785
05000US24037,"St. Mary's County, Maryland",110675,38978
05000US24039,"Somerset County, Maryland",25899,8328
05000US24041,"Talbot County, Maryland",37668,16481
05000US24043,"Washington County, Maryland",149571,56094
05000US24045,"Wicomico County, Maryland",101527,37170
05000US24047,"Worcester County, Maryland",51441,21010
05000US24510,"Baltimore city, Maryland",621000,242416
05000US25001,"Barnstable County, Massachusetts",214703,94351
05000US25003,"Berkshire County, Massachusetts",128563,54854
05000US25005,"Bristol County, Massachusetts",554868,212933
05000US25007,"Dukes County, Massachusetts",17137,6134
05000US25009,"Essex County, Massachusetts",769362,288291
05000US25011,"Franklin County, Massachusetts",70916,30389
05000US25013,"Hampden County, Massachusetts",468072,177153
05000US25015,"Hampshire County, Massachusetts",161035,58448
05000US25017,"Middlesex County, Massachusetts",1567610,587735
05000US25019,"Nantucket County, Massachusetts",10694,3836
05000US25021,"Norfolk County, Massachusetts",691218,260061
05000US25023,"Plymouth County, Massachusetts",506657,182252
05000US25025,"Suffolk County, Massachusetts",767719,299658
05000US25027,"Worcester County, Massachusetts",813589,302794
05000US26001,"Alcona County, Michigan",10461,4973
05000US26003,"Alger County, Michigan",9396,3433
05000US26005,"Allegan County, Michigan",113666,42097
05000US26007,"Alpena County, Michigan",28929,12670
05000US26009,"Antrim County, Michigan",23215,9841
05000US26011,"Arenac County, Michigan",15327,6514
05000US26013,"Baraga County, Michigan",8612,2962
05000US26015,"Barry County, Michigan",59316,22858
05000US26017,"Bay County, Michigan",106107,43714
05000US26019,"Benzie County, Michigan",17462,7169
05000US26021,"Berrien County, Michigan",155134,62282
05000US26023,"Branch County, Michigan",43603,16118
05000US26025,"Calhoun County, Michigan",134691,53089
05000US26027,"Cass County, Michigan",51795,20246
05000US26029,"Charlevoix County, Michigan",26172,11043
05000US26031,"Cheboygan County, Michigan",25579,11185
05000US26033,"Chippewa County, Michigan",38330,13905
05000US26035,"Clare County, Michigan",30608,12918
05000US26037,"Clinton County, Michigan",77245,28919
05000US26039,"Crawford County, Michigan",13840,6064
05000US26041,"Delta County, Michigan",36570,15816
05000US26043,"Dickinson County, Michigan",25889,11175
05000US26045,"Eaton County, Michigan",108544,43908
05000US26047,"Emmet County, Michigan",33091,14144
05000US26049,"Genesee County, Michigan",413090,166244
05000US26051,"Gladwin County, Michigan",25367,10838
05000US26053,"Gogebic County, Michigan",15650,6636
05000US26055,"Grand Traverse County, Michigan",90715,35708
05000US26057,"Gratiot County, Michigan",41676,14721
05000US26059,"Hillsdale County, Michigan",46024,17775
05000US26061,"Houghton County, Michigan",36565,13378
05000US26063,"Huron County, Michigan",32021,13885
05000US26065,"Ingham County, Michigan",284559,111118
05000US26067,"Ionia County, Michigan",64126,22293
05000US26069,"Iosco County, Michigan",25373,11483
05000US26071,"Iron County, Michigan",11393,5401
05000US26073,"Isabella County, Michigan",70574,24712
05000US26075,"Jackson County, Michigan",159483,60803
05000US26077,"Kalamazoo County, Michigan",258605,101589
05000US26079,"Kalkaska County, Michigan",17259,7031
05000US26081,"Kent County, Michigan",629352,234570
05000US26083,"Keweenaw County, Michigan",2195,1023
05000US26085,"Lake County, Michigan",11415,4394
05000US26087,"Lapeer County, Michigan",88310,32757
05000US26089,"Leelanau County, Michigan",21764,8984
05000US26091,"Lenawee County, Michigan",98673,37856
05000US26093,"Livingston County, Michigan",185841,69763
05000US26095,"Luce County, Michigan",6451,2316
05000US26097,"Mackinac County, Michigan",10998,5230
05000US26099,"Macomb County, Michigan",859703,338893
05000US26101,"Manistee County, Michigan",24465,9977
05000US26103,"Marquette County, Michigan",67418,26293
05000US26105,"Mason County, Michigan",28755,12171
05000US26107,"Mecosta County, Michigan",43259,15528
05000US26109,"Menominee County, Michigan",23568,10586
05000US26111,"Midland County, Michigan",83559,33757
05000US26113,"Missaukee County, Michigan",15032,5843
05000US26115,"Monroe County, Michigan",149945,58516
05000US26117,"Montcalm County, Michigan",62922,23057
05000US26119,"Montmorency County, Michigan",9317,4122
05000US26121,"Muskegon County, Michigan",172148,64914
05000US26123,"Newaygo County, Michigan",47957,18394
05000US26125,"Oakland County, Michigan",1235215,496727
05000US26127,"Oceana County, Michigan",26152,10043
05000US26129,"Ogemaw County, Michigan",21103,9318
05000US26131,"Ontonagon County, Michigan",6165,2969
05000US26133,"Osceola County, Michigan",23172,8847
05000US26135,"Oscoda County, Michigan",8374,3662
05000US26137,"Otsego County, Michigan",24198,9809
05000US26139,"Ottawa County, Michigan",276583,97687
05000US26141,"Presque Isle County, Michigan",12955,5911
05000US26143,"Roscommon County, Michigan",23900,11344
05000US26145,"Saginaw County, Michigan",195201,77928
05000US26147,"St. Clair County, Michigan",160069,64529
05000US26149,"St. Joseph County, Michigan",60923,23198
05000US26151,"Sanilac County, Michigan",41761,16881
05000US26153,"Schoolcraft County, Michigan",8186,3318
05000US26155,"Shiawassee County, Michigan",68800,27480
05000US26157,"Tuscola County, Michigan",54014,21459
05000US26159,"Van Buren County, Michigan",75216,28623
05000US26161,"Washtenaw County, Michigan",358082,138672
05000US26163,"Wayne County, Michigan",1767593,669412
05000US26165,"Wexford County, Michigan",32829,12975
05000US27001,"Aitkin County, Minnesota",15722,7640
05000US27003,"Anoka County, Minnesota",341249,125260
05000US27005,"Becker County, Minnesota",33375,13495
05000US27007,"Beltrami County, Minnesota",45644,16906
05000US27009,"Benton County, Minnesota",39457,15726
05000US27011,"Big Stone County, Minnesota",5098,2226
05000US27013,"Blue Earth County, Minnesota",65524,25081
05000US27015,"Brown County, Minnesota",25327,10641
05000US27017,"Carlton County, Minnesota",35482,13289
05000US27019,"Carver County, Minnesota",97143,34990
05000US27021,"Cass County, Minnesota",28633,12806
05000US27023,"Chippewa County, Minnesota",12126,4997
05000US27025,"Chisago County, Minnesota",54041,19790
05000US27027,"Clay County, Minnesota",61402,23034
05000US27029,"Clearwater County, Minnesota",8764,3435
05000US27031,"Cook County, Minnesota",5215,2661
05000US27033,"Cottonwood County, Minnesota",11557,4822
05000US27035,"Crow Wing County, Minnesota",63321,26398
05000US27037,"Dakota County, Minnesota",411402,157696
05000US27039,"Dodge County, Minnesota",20361,7583
05000US27041,"Douglas County, Minnesota",36862,15688
05000US27043,"Faribault County, Minnesota",14119,6347
05000US27045,"Fillmore County, Minnesota",20877,8540
05000US27047,"Freeborn County, Minnesota",30751,13046
05000US27049,"Goodhue County, Minnesota",46450,19051
05000US27051,"Grant County, Minnesota",5943,2547
05000US27053,"Hennepin County, Minnesota",1209265,493832
05000US27055,"Houston County, Minnesota",18791,7989
05000US27057,"Hubbard County, Minnesota",20640,8741
05000US27059,"Isanti County, Minnesota",38461,14403
05000US27061,"Itasca County, Minnesota",45356,19126
05000US27063,"Jackson County, Minnesota",10163,4335
05000US27065,"Kanabec County, Minnesota",15918,6290
05000US27067,"Kandiyohi County, Minnesota",42510,16737
05000US27069,"Kittson County, Minnesota",4436,1913
05000US27071,"Koochiching County, Minnesota",12930,5732
05000US27073,"Lac qui Parle County, Minnesota",6916,3111
05000US27075,"Lake County, Minnesota",10721,5207
05000US27077,"Lake of the Woods County, Minnesota",3901,1551
05000US27079,"Le Sueur County, Minnesota",27650,10805
05000US27081,"Lincoln County, Minnesota",5793,2477
05000US27083,"Lyon County, Minnesota",25670,10072
05000US27085,"McLeod County, Minnesota",35926,14780
05000US27087,"Mahnomen County, Minnesota",5480,1977
05000US27089,"Marshall County, Minnesota",9406,3991
05000US27091,"Martin County, Minnesota",20193,8777
05000US27093,"Meeker County, Minnesota",23094,9119
05000US27095,"Mille Lacs County, Minnesota",25788,10012
05000US27097,"Morrison County, Minnesota",32850,13275
05000US27099,"Mower County, Minnesota",39248,15414
05000US27101,"Murray County, Minnesota",8463,3715
05000US27103,"Nicollet County, Minnesota",33226,12559
05000US27105,"Nobles County, Minnesota",21729,7890
05000US27107,"Norman County, Minnesota",6638,2696
05000US27109,"Olmsted County, Minnesota",150104,58692
05000US27111,"Otter Tail County, Minnesota",57694,23962
05000US27113,"Pennington County, Minnesota",14156,5923
05000US27115,"Pine County, Minnesota",29067,10993
05000US27117,"Pipestone County, Minnesota",9285,3998
05000US27119,"Polk County, Minnesota",31550,12608
05000US27121,"Pope County, Minnesota",10975,4815
05000US27123,"Ramsey County, Minnesota",531528,207327
05000US27125,"Red Lake County, Minnesota",4042,1676
05000US27127,"Redwood County, Minnesota",15578,6262
05000US27129,"Renville County, Minnesota",14995,6188
05000US27131,"Rice County, Minnesota",65116,22654
05000US27133,"Rock County, Minnesota",9554,3932
05000US27135,"Roseau County, Minnesota",15609,6106
05000US27137,"St. Louis County, Minnesota",200353,85059
05000US27139,"Scott County, Minnesota",139490,47154
05000US27141,"Sherburne County, Minnesota",91188,30781
05000US27143,"Sibley County, Minnesota",14957,6009
05000US27145,"Stearns County, Minnesota",153661,57695
05000US27147,"Steele County, Minnesota",36541,14354
05000US27149,"Stevens County, Minnesota",9762,3567
05000US27151,"Swift County, Minnesota",9483,4177
05000US27153,"Todd County, Minnesota",24335,9866
05000US27155,"Traverse County, Minnesota",3397,1544
05000US27157,"Wabasha County, Minnesota",21327,9004
05000US27159,"Wadena County, Minnesota",13755,5657
05000US27161,"Waseca County, Minnesota",19034,7329
05000US27163,"Washington County, Minnesota",248745,91282
05000US27165,"Watonwan County, Minnesota",10996,4465
05000US27167,"Wilkin County, Minnesota",6479,2871
05000US27169,"Winona County, Minnesota",51145,19078
05000US27171,"Wright County, Minnesota",129922,45887
05000US27173,"Yellow Medicine County, Minnesota",10038,4174
05000US28001,"Adams County, Mississippi",31747,11586
05000US28003,"Alcorn County, Mississippi",37309,14776
05000US28005,"Amite County, Mississippi",12692,4957
05000US28007,"Attala County, Mississippi",19085,7268
05000US28009,"Benton County, Mississippi",8378,3126
05000US28011,"Bolivar County, Mississippi",33615,12598
05000US28013,"Calhoun County, Mississippi",14724,5820
05000US28015,"Carroll County, Mississippi",10301,3674
05000US28017,"Chickasaw County, Mississippi",17357,6398
05000US28019,"Choctaw County, Mississippi",8320,3184
05000US28021,"Claiborne County, Mississippi",9209,3134
05000US28023,"Clarke County, Mississippi",16203,6598
05000US28025,"Clay County, Mississippi",20147,7781
05000US28027,"Coahoma County, Mississippi",24804,9084
05000US28029,"Copiah County, Mississippi",28780,9851
05000US28031,"Covington County, Mississippi",19503,6950
05000US28033,"DeSoto County, Mississippi",170890,60575
05000US28035,"Forrest County, Mississippi",76274,28022
05000US28037,"Franklin County, Mississippi",7818,3096
05000US28039,"George County, Mississippi",23313,7410
05000US28041,"Greene County, Mississippi",13941,4164
05000US28043,"Grenada County, Mississippi",21518,7508
05000US28045,"Hancock County, Mississippi",46028,18782
05000US28047,"Harrison County, Mississippi",198570,76660
05000US28049,"Hinds County, Mississippi",244596,89335
05000US28051,"Holmes County, Mississippi",18547,6314
05000US28053,"Humphreys County, Mississippi",8822,3058
05000US28055,"Issaquena County, Mississippi",1352,478
05000US28057,"Itawamba County, Mississippi",23511,8858
05000US28059,"Jackson County, Mississippi",140850,50365
05000US28061,"Jasper County, Mississippi",16538,6771
05000US28063,"Jefferson County, Mississippi",7528,2457
05000US28065,"Jefferson Davis County, Mississippi",11771,4903
05000US28067,"Jones County, Mississippi",68313,24870
05000US28069,"Kemper County, Mississippi",10128,3552
05000US28071,"Lafayette County, Mississippi",52193,18788
05000US28073,"Lamar County, Mississippi",59623,21800
05000US28075,"Lauderdale County, Mississippi",79233,29689
05000US28077,"Lawrence County, Mississippi",12603,4859
05000US28079,"Leake County, Mississippi",23011,8259
05000US28081,"Lee County, Mississippi",85281,32591
05000US28083,"Leflore County, Mississippi",30500,10671
05000US28085,"Lincoln County, Mississippi",34691,12936
05000US28087,"Lowndes County, Mississippi",59785,22821
05000US28089,"Madison County, Mississippi",101791,37415
05000US28091,"Marion County, Mississippi",25810,9659
05000US28093,"Marshall County, Mississippi",36196,13213
05000US28095,"Monroe County, Mississippi",36029,13949
05000US28097,"Montgomery County, Mississippi",10353,4351
05000US28099,"Neshoba County, Mississippi",29474,10777
05000US28101,"Newton County, Mississippi",21652,7984
05000US28103,"Noxubee County, Mississippi",11098,4012
05000US28105,"Oktibbeha County, Mississippi",49424,17109
05000US28107,"Panola County, Mississippi",34319,12184
05000US28109,"Pearl River County, Mississippi",55167,20494
05000US28111,"Perry County, Mississippi",12174,4431
05000US28113,"Pike County, Mississippi",39939,14717
05000US28115,"Pontotoc County, Mississippi",30862,10801
05000US28117,"Prentiss County, Mississippi",25339,9572
05000US28119,"Quitman County, Mississippi",7634,3047
05000US28121,"Rankin County, Mississippi",147930,54377
05000US28123,"Scott County, Mississippi",28268,9848
05000US28125,"Sharkey County, Mississippi",4662,1804
05000US28127,"Simpson County, Mississippi",27279,9418
05000US28129,"Smith County, Mississippi",16137,5895
05000US28131,"Stone County, Mississippi",17995,5805
05000US28133,"Sunflower County, Mississippi",27424,8507
05000US28135,"Tallahatchie County, Mississippi",14776,4313
05000US28137,"Tate County, Mississippi",28338,9919
05000US28139,"Tippah County, Mississippi",22061,8400
05000US28141,"Tishomingo County, Mississippi",19503,7768
05000US28143,"Tunica County, Mississippi",10407,3999
05000US28145,"Union County, Mississippi",27989,10298
05000US28147,"Walthall County, Mississippi",14812,5879
05000US28149,"Warren County, Mississippi",47834,18476
05000US28151,"Washington County, Mississippi",48824,18148
05000US28153,"Wayne County, Mississippi",20517,7496
05000US28155,"Webster County, Mississippi",9922,3950
05000US28157,"Wilkinson County, Mississippi",9233,2877
05000US28159,"Winston County, Mississippi",18519,7634
05000US28161,"Yalobusha County, Mississippi",12380,5146
05000US28163,"Yazoo County, Mississippi",27719,8754
05000US29001,"Adair County, Missouri",25547,9462
05000US29003,"Andrew County, Missouri",17347,6837
05000US29005,"Atchison County, Missouri",5380,2494
05000US29007,"Audrain County, Missouri",25868,9255
05000US29009,"Barry County, Missouri",35716,13248
05000US29011,"Barton County, Missouri",12075,4910
05000US29013,"Bates County, Missouri",16513,6617
05000US29015,"Benton County, Missouri",18825,8128
05000US29017,"Bollinger County, Missouri",12282,4805
05000US29019,"Boone County, Missouri",172773,67833
05000US29021,"Buchanan County, Missouri",89415,33330
05000US29023,"Butler County, Missouri",42887,16616
05000US29025,"Caldwell County, Missouri",9057,3738
05000US29027,"Callaway County, Missouri",44693,16018
05000US29029,"Camden County, Missouri",44152,16389
05000US29031,"Cape Girardeau County, Missouri",78089,29831
05000US29033,"Carroll County, Missouri",9009,3703
05000US29035,"Carter County, Missouri",6249,2480
05000US29037,"Cass County, Missouri",101324,38045
05000US29039,"Cedar County, Missouri",13932,5886
05000US29041,"Chariton County, Missouri",7615,2905
05000US29043,"Christian County, Missouri",82053,30093
05000US29045,"Clark County, Missouri",6860,2837
05000US29047,"Clay County, Missouri",233135,88389
05000US29049,"Clinton County, Missouri",20494,8118
05000US29051,"Cole County, Missouri",76603,29658
05000US29053,"Cooper County, Missouri",17613,6550
05000US29055,"Crawford County, Missouri",24545,9290
05000US29057,"Dade County, Missouri",7590,3099
05000US29059,"Dallas County, Missouri",16508,6150
05000US29061,"Daviess County, Missouri",8257,3040
05000US29063,"DeKalb County, Missouri",12706,3774
05000US29065,"Dent County, Missouri",15578,5889
05000US29067,"Douglas County, Missouri",13467,5110
05000US29069,"Dunklin County, Missouri",31271,12680
05000US29071,"Franklin County, Missouri",102063,40197
05000US29073,"Gasconade County, Missouri",14875,6168
05000US29075,"Gentry County, Missouri",6745,2677
05000US29077,"Greene County, Missouri",285449,119141
05000US29079,"Grundy County, Missouri",10231,4056
05000US29081,"Harrison County, Missouri",8649,3586
05000US29083,"Henry County, Missouri",21930,9420
05000US29085,"Hickory County, Missouri",9267,3962
05000US29087,"Holt County, Missouri",4537,2109
05000US29089,"Howard County, Missouri",10148,3760
05000US29091,"Howell County, Missouri",40265,16214
05000US29093,"Iron County, Missouri",10220,4050
05000US29095,"Jackson County, Missouri",683643,276857
05000US29097,"Jasper County, Missouri",117376,45731
05000US29099,"Jefferson County, Missouri",222453,82308
05000US29101,"Johnson County, Missouri",54229,19934
05000US29103,"Knox County, Missouri",3997,1653
05000US29105,"Laclede County, Missouri",35505,13740
05000US29107,"Lafayette County, Missouri",32789,13301
05000US29109,"Lawrence County, Missouri",38204,14574
05000US29111,"Lewis County, Missouri",10146,3807
05000US29113,"Lincoln County, Missouri",54286,18415
05000US29115,"Linn County, Missouri",12319,4936
05000US29117,"Livingston County, Missouri",15057,5737
05000US29119,"McDonald County, Missouri",22720,8294
05000US29121,"Macon County, Missouri",15399,6097
05000US29123,"Madison County, Missouri",12403,4685
05000US29125,"Maries County, Missouri",8987,3642
05000US29127,"Marion County, Missouri",28858,11286
05000US29129,"Mercer County, Missouri",3702,1425
05000US29131,"Miller County, Missouri",25011,9408
05000US29133,"Mississippi County, Missouri",14112,5125
05000US29135,"Moniteau County, Missouri",15840,5492
05000US29137,"Monroe County, Missouri",8642,3524
05000US29139,"Montgomery County, Missouri",11820,4876
05000US29141,"Morgan County, Missouri",20182,7883
05000US29143,"New Madrid County, Missouri",18229,7305
05000US29145,"Newton County, Missouri",58741,22023
05000US29147,"Nodaway County, Missouri",23026,8465
05000US29149,"Oregon County, Missouri",10922,4339
05000US29151,"Osage County, Missouri",13704,5046
05000US29153,"Ozark County, Missouri",9450,4267
05000US29155,"Pemiscot County, Missouri",17599,6939
05000US29157,"Perry County, Missouri",19152,7438
05000US29159,"Pettis County, Missouri",42193,16004
05000US29161,"Phelps County, Missouri",44833,16838
05000US29163,"Pike County, Missouri",18475,6653
05000US29165,"Platte County, Missouri",94970,37699
05000US29167,"Polk County, Missouri",31113,11864
05000US29169,"Pulaski County, Missouri",53302,15298
05000US29171,"Putnam County, Missouri",4877,2121
05000US29173,"Ralls County, Missouri",10225,3967
05000US29175,"Randolph County, Missouri",25081,8471
05000US29177,"Ray County, Missouri",22921,8670
05000US29179,"Reynolds County, Missouri",6530,2652
05000US29181,"Ripley County, Missouri",13936,5353
05000US29183,"St. Charles County, Missouri",379856,140664
05000US29185,"St. Clair County, Missouri",9444,3990
05000US29186,"Ste. Genevieve County, Missouri",17937,7176
05000US29187,"St. Francois County, Missouri",66230,24759
05000US29189,"St. Louis County, Missouri",1000560,401716
05000US29195,"Saline County, Missouri",23214,8785
05000US29197,"Schuyler County, Missouri",4396,1726
05000US29199,"Scotland County, Missouri",4893,1786
05000US29201,"Scott County, Missouri",38994,15267
05000US29203,"Shannon County, Missouri",8256,3176
05000US29205,"Shelby County, Missouri",6148,2480
05000US29207,"Stoddard County, Missouri",29788,11855
05000US29209,"Stone County, Missouri",31197,12667
05000US29211,"Sullivan County, Missouri",6416,2384
05000US29213,"Taney County, Missouri",53853,21769
05000US29215,"Texas County, Missouri",25690,9239
05000US29217,"Vernon County, Missouri",20836,8204
05000US29219,"Warren County, Missouri",33290,11823
05000US29221,"Washington County, Missouri",25002,9045
05000US29223,"Wayne County, Missouri",13341,5612
05000US29225,"Webster County, Missouri",37075,13122
05000US29227,"Worth County, Missouri",2061,917
05000US29229,"Wright County, Missouri",18378,7395
05000US29510,"St. Louis city, Missouri",316030,140116
05000US30001,"Beaverhead County, Montana",9317,4008
05000US30003,"Big Horn County, Montana",13214,3602
05000US30005,"Blaine County, Montana",6609,2273
05000US30007,"Broadwater County, Montana",5692,2417
05000US30009,"Carbon County, Montana",10340,4385
05000US30011,"Carter County, Montana",1295,535
05000US30013,"Cascade County, Montana",82049,34138
05000US30015,"Chouteau County, Montana",5837,2263
05000US30017,"Custer County, Montana",11980,4872
05000US30019,"Daniels County, Montana",1787,894
05000US30021,"Dawson County, Montana",9431,3997
05000US30023,"Deer Lodge County, Montana",9176,3889
05000US30025,"Fallon County, Montana",2913,1194
05000US30027,"Fergus County, Montana",11429,4924
05000US30029,"Flathead County, Montana",94696,37622
05000US30031,"Gallatin County, Montana",97958,38781
05000US30033,"Garfield County, Montana",1061,447
05000US30035,"Glacier County, Montana",13695,4188
05000US30037,"Golden Valley County, Montana",730,330
05000US30039,"Granite County, Montana",3212,1300
05000US30041,"Hill County, Montana",16529,6119
05000US30043,"Jefferson County, Montana",11601,4468
05000US30045,"Judith Basin County, Montana",1981,915
05000US30047,"Lake County, Montana",29311,11952
05000US30049,"Lewis and Clark County, Montana",65989,26765
05000US30051,"Liberty County, Montana",2292,833
05000US30053,"Lincoln County, Montana",19268,8539
05000US30055,"McCone County, Montana",1678,727
05000US30057,"Madison County, Montana",7810,3365
05000US30059,"Meagher County, Montana",1960,786
05000US30061,"Mineral County, Montana",4223,1618
05000US30063,"Missoula County, Montana",113101,47116
05000US30065,"Musselshell County, Montana",4778,2001
05000US30067,"Park County, Montana",15843,7131
05000US30069,"Petroleum County, Montana",445,212
05000US30071,"Phillips County, Montana",4150,1801
05000US30073,"Pondera County, Montana",6166,2242
05000US30075,"Powder River County, Montana",1648,748
05000US30077,"Powell County, Montana",6928,2357
05000US30079,"Prairie County, Montana",1414,552
05000US30081,"Ravalli County, Montana",41130,16752
05000US30083,"Richland County, Montana",11392,4546
05000US30085,"Roosevelt County, Montana",11230,3172
05000US30087,"Rosebud County, Montana",9348,3239
05000US30089,"Sanders County, Montana",11375,5035
05000US30091,"Sheridan County, Montana",3645,1624
05000US30093,"Silver Bow County, Montana",34560,14881
05000US30095,"Stillwater County, Montana",9342,3784
05000US30097,"Sweet Grass County, Montana",3634,1447
05000US30099,"Teton County, Montana",6067,2391
05000US30101,"Toole County, Montana",5114,1930
05000US30103,"Treasure County, Montana",846,372
05000US30105,"Valley County, Montana",7576,3350
05000US30107,"Wheatland County, Montana",2109,869
05000US30109,"Wibaux County, Montana",1143,496
05000US30111,"Yellowstone County, Montana",155344,62459
05000US31001,"Adams County, Nebraska",31536,12719
05000US31003,"Antelope County, Nebraska",6421,2747
05000US31005,"Arthur County, Nebraska",437,183
05000US31007,"Banner County, Nebraska",793,314
05000US31009,"Blaine County, Nebraska",580,251
05000US31011,"Boone County, Nebraska",5353,2236
05000US31013,"Box Butte County, Nebraska",11279,4722
05000US31015,"Boyd County, Nebraska",2006,909
05000US31017,"Brown County, Nebraska",3022,1498
05000US31019,"Buffalo County, Nebraska",48402,18512
05000US31021,"Burt County, Nebraska",6594,2823
05000US31023,"Butler County, Nebraska",8205,3479
05000US31025,"Cass County, Nebraska",25463,9706
05000US31027,"Cedar County, Nebraska",8657,3571
05000US31029,"Chase County, Nebraska",4061,1693
05000US31031,"Cherry County, Nebraska",5781,2691
05000US31033,"Cheyenne County, Nebraska",10090,4462
05000US31035,"Clay County, Nebraska",6313,2600
05000US31037,"Colfax County, Nebraska",10499,3659
05000US31039,"Cuming County, Nebraska",9055,3783
05000US31041,"Custer County, Nebraska",10784,4781
05000US31043,"Dakota County, Nebraska",20697,7314
05000US31045,"Dawes County, Nebraska",9082,3676
05000US31047,"Dawson County, Nebraska",23924,8791
05000US31049,"Deuel County, Nebraska",1932,850
05000US31051,"Dixon County, Nebraska",5809,2290
05000US31053,"Dodge County, Nebraska",36679,15063
05000US31055,"Douglas County, Nebraska",543253,210931
05000US31057,"Dundy County, Nebraska",1823,815
05000US31059,"Fillmore County, Nebraska",5676,2460
05000US31061,"Franklin County, Nebraska",3076,1389
05000US31063,"Frontier County, Nebraska",2599,1097
05000US31065,"Furnas County, Nebraska",4850,2227
05000US31067,"Gage County, Nebraska",21778,9251
05000US31069,"Garden County, Nebraska",1930,867
05000US31071,"Garfield County, Nebraska",1968,920
05000US31073,"Gosper County, Nebraska",1977,811
05000US31075,"Grant County, Nebraska",647,272
05000US31077,"Greeley County, Nebraska",2447,1025
05000US31079,"Hall County, Nebraska",61105,22572
05000US31081,"Hamilton County, Nebraska",9118,3705
05000US31083,"Harlan County, Nebraska",3465,1590
05000US31085,"Hayes County, Nebraska",1013,441
05000US31087,"Hitchcock County, Nebraska",2866,1288
05000US31089,"Holt County, Nebraska",10360,4569
05000US31091,"Hooker County, Nebraska",669,301
05000US31093,"Howard County, Nebraska",6365,2601
05000US31095,"Jefferson County, Nebraska",7354,3303
05000US31097,"Johnson County, Nebraska",5167,1880
05000US31099,"Kearney County, Nebraska",6548,2752
05000US31101,"Keith County, Nebraska",8103,3926
05000US31103,"Keya Paha County, Nebraska",736,338
05000US31105,"Kimball County, Nebraska",3713,1591
05000US31107,"Knox County, Nebraska",8551,3648
05000US31109,"Lancaster County, Nebraska",301707,119254
05000US31111,"Lincoln County, Nebraska",35777,14965
05000US31113,"Logan County, Nebraska",830,352
05000US31115,"Loup County, Nebraska",542,248
05000US31117,"McPherson County, Nebraska",425,195
05000US31119,"Madison County, Nebraska",35125,14056
05000US31121,"Merrick County, Nebraska",7793,3311
05000US31123,"Morrill County, Nebraska",4843,2008
05000US31125,"Nance County, Nebraska",3607,1568
05000US31127,"Nemaha County, Nebraska",7101,2873
05000US31129,"Nuckolls County, Nebraska",4352,2042
05000US31131,"Otoe County, Nebraska",15890,6463
05000US31133,"Pawnee County, Nebraska",2695,1249
05000US31135,"Perkins County, Nebraska",2911,1241
05000US31137,"Phelps County, Nebraska",9236,3773
